secid,date,days,volatility,ticker,index_flag
101310,11/18/2020,547,0.334578,AMZN,0
101310,11/18/2020,730,0.339644,AMZN,0
101310,11/18/2020,1825,0.304293,AMZN,0
101310,11/19/2020,10,0.303032,AMZN,0
101310,11/19/2020,14,0.369012,AMZN,0
101310,11/19/2020,30,0.431623,AMZN,0
101310,11/19/2020,60,0.419959,AMZN,0
101310,11/19/2020,91,0.404096,AMZN,0
101310,11/19/2020,122,0.380085,AMZN,0
101310,11/19/2020,152,0.395708,AMZN,0
101310,11/19/2020,182,0.372935,AMZN,0
101310,11/19/2020,273,0.42278,AMZN,0
101310,11/19/2020,365,0.384129,AMZN,0
101310,11/19/2020,547,0.334583,AMZN,0
101310,11/19/2020,730,0.33953,AMZN,0
101310,11/19/2020,1825,0.304174,AMZN,0
101310,11/20/2020,10,0.216188,AMZN,0
101310,11/20/2020,14,0.368628,AMZN,0
101310,11/20/2020,30,0.430835,AMZN,0
101310,11/20/2020,60,0.420277,AMZN,0
101310,11/20/2020,91,0.404166,AMZN,0
101310,11/20/2020,122,0.378911,AMZN,0
101310,11/20/2020,152,0.394004,AMZN,0
101310,11/20/2020,182,0.372994,AMZN,0
101310,11/20/2020,273,0.421561,AMZN,0
101310,11/20/2020,365,0.384117,AMZN,0
101310,11/20/2020,547,0.333987,AMZN,0
101310,11/20/2020,730,0.339449,AMZN,0
101310,11/20/2020,1825,0.304069,AMZN,0
101310,11/23/2020,10,0.079838,AMZN,0
101310,11/23/2020,14,0.268307,AMZN,0
101310,11/23/2020,30,0.439984,AMZN,0
101310,11/23/2020,60,0.394236,AMZN,0
101310,11/23/2020,91,0.403862,AMZN,0
101310,11/23/2020,122,0.377071,AMZN,0
101310,11/23/2020,152,0.395881,AMZN,0
101310,11/23/2020,182,0.371536,AMZN,0
101310,11/23/2020,273,0.41846,AMZN,0
101310,11/23/2020,365,0.384104,AMZN,0
101310,11/23/2020,547,0.333982,AMZN,0
101310,11/23/2020,730,0.339359,AMZN,0
101310,11/23/2020,1825,0.304181,AMZN,0
101310,11/24/2020,10,0.087126,AMZN,0
101310,11/24/2020,14,0.192295,AMZN,0
101310,11/24/2020,30,0.430218,AMZN,0
101310,11/24/2020,60,0.389903,AMZN,0
101310,11/24/2020,91,0.403322,AMZN,0
101310,11/24/2020,122,0.374986,AMZN,0
101310,11/24/2020,152,0.395846,AMZN,0
101310,11/24/2020,182,0.371412,AMZN,0
101310,11/24/2020,273,0.417806,AMZN,0
101310,11/24/2020,365,0.38388,AMZN,0
101310,11/24/2020,547,0.333565,AMZN,0
101310,11/24/2020,730,0.339039,AMZN,0
101310,11/24/2020,1825,0.304068,AMZN,0
101310,11/25/2020,10,0.146338,AMZN,0
101310,11/25/2020,14,0.142223,AMZN,0
101310,11/25/2020,30,0.436905,AMZN,0
101310,11/25/2020,60,0.388601,AMZN,0
